,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene1,139.943688123849,1.30846714969454,0.48185967085667,2.71545271130139,0.00661852277808268,0.0144765568891632
gene2,334.059467855879,3.49772789614949,0.537264522022349,6.51025286944964,7.50244021141114e-11,7.18145952195386e-10
gene3,22.6192346200204,-2.19216602574833,0.65733788351101,-3.33491508817263,0.000853254493653843,0.00231990277410715
gene4,20.6637892091244,-2.85650243501547,0.781072321884405,-3.65715485619041,0.000255030318815803,0.000793285263050162
gene5,21.033544744519,2.17674882680188,0.939300347483039,2.3174151192797,0.0204811295240433,0.0392502141652719
gene6,2.95113121944719,-0.149264609792215,1.63136686641128,-0.0914966540423686,0.927097964773594,0.948208932665769
gene7,6.77621216879425,-3.12829754214695,1.13314400362708,-2.76072373161185,0.00576734401656232,0.0128725454792743
gene8,32.3249929712101,1.1427586184143,0.694336664603674,1.64582784788787,0.09979920715479,0.150917856422186
gene9,3.91446952552913,-4.64163418519064,1.78993705626124,-2.59318291051302,0.00950921818422173,0.0198858312703826
gene10,18.8584340517985,-6.04378231856697,1.31415725834024,-4.59897952106596,4.24565510739635e-06,1.85510153751412e-05
gene11,20.8248438273545,-2.42847108473629,0.748393460860678,-3.24491221762342,0.00117486834894369,0.0030946532255155
gene12,104.391383964415,2.87524910298105,0.502950221302227,5.7167667518597,1.08569980495259e-08,7.69520815953036e-08
gene13,26.2450830189209,-2.55164014820108,0.67724123192113,-3.76769757647927,0.000164760130006031,0.000539611219437742
gene14,3.22737936615447,-2.84020726420411,2.03063000158696,-1.39868280385125,0.161908123148388,0.230570080281102
gene15,207.930025045917,1.18188143821398,0.485313297338223,2.43529580725729,0.0148796200640099,0.0294892790382779
gene16,56.1849463571727,3.53220498144531,0.743729971148179,4.74931106513329,2.04110784185009e-06,9.5957905375079e-06
gene17,44.9725997036928,4.16948119659585,0.663891597335883,6.2803644651137,3.3778023712231e-10,2.94487277153113e-09
gene18,4.35925934405327,-1.87764518059641,1.37773159255726,-1.36285267082484,0.172928947489509,0.244204604933854
gene19,35.3132447782516,2.73760973627628,0.83816315859725,3.26620146470998,0.00109000671252211,0.0029124352016598
gene20,20.8335211417769,-2.80721575411195,0.776425773035723,-3.6155623004838,0.000299696386024035,0.000912354407945299
gene21,24.1174505610257,-4.56242547945079,0.81848940314083,-5.57420225838376,2.48666698065766e-08,1.6259649940427e-07
gene22,11.1292293215778,-1.05776204093748,0.854757625894829,-1.23749939034487,0.215901740530072,0.29415226130913
gene23,63.3856860706128,3.74039910916273,0.71374258990095,5.24054352659802,1.60104316253174e-07,9.17634923710322e-07
gene24,0.503848994881398,1.04831568238494,3.72322702239244,0.281561042633205,0.778280115525616,NA
gene25,20.212592878711,-4.77922340348793,0.950871013217711,-5.02615321852669,5.00416127009434e-07,2.66267262996137e-06
gene26,61.8111933915804,2.69043166579542,0.694573943410672,3.87349927436694,0.00010728372626236,0.000363550875308763
gene27,5.08234307212756,-3.54157186240214,1.68641717682839,-2.10005680152209,0.0357238447532363,0.0621735517401686
gene28,4.07804589214688,-3.77483907404412,1.75410161150075,-2.15200707262021,0.0313967973252661,0.055795770886761
gene29,3.80502967583852,0.687979956567866,1.51729482476516,0.453425362914784,0.650242476594772,0.723921030597417
gene30,130.203518187328,1.76844958833247,0.622110480899793,2.84266162141275,0.00447385412617689,0.0102948539186003
gene31,4.37221111361443,-5.80247362584022,1.78891443980524,-3.2435724687157,0.00118040778478686,0.00310484030644362
gene32,314.087856668781,3.78652859442311,0.419180767213027,9.03316394880971,1.6677853925824e-19,4.12943663203403e-18
gene33,13.174287275739,-2.10423767844949,1.09275587046307,-1.92562468464048,0.0541512541996494,0.0889901584502203
gene34,211.048094288657,2.89728132907901,0.555307778498575,5.21743336085188,1.81419461166306e-07,1.02712176642021e-06
gene35,2.39711232790335,-0.4895792819578,1.60066151735246,-0.305860593667285,0.759710790651658,0.82069978955214
gene36,32.7918557568707,3.33981036797541,1.78480226783493,1.87124950935142,0.0613105053182836,0.0994354658306137
gene37,14.0747051138465,-1.32227115559465,0.873192374256138,-1.51429535412638,0.129950946363339,0.189739094150376
gene38,23.1169983658249,5.10326295733578,1.07729120303659,4.73712487668244,2.16771601667415e-06,1.01396691258537e-05
gene39,4.50334770592686,0.852312978625679,1.33879178138121,0.63662848135082,0.524366868716898,0.610501112982621
gene40,1615.0905630039,5.38980284890102,0.480319597770768,11.2212844820737,3.20579900026881e-29,1.98438958116639e-27
gene41,0.100623401596001,0.260743353405276,3.81694647031143,0.0683120278037334,0.945537249693602,NA
gene42,112.641649898362,-0.485519811385592,0.456660208347942,-1.063197104784,0.287692575097968,0.372475133700748
gene43,38.8710212440432,-7.1031368057241,1.16627362221175,-6.09045482161684,1.12590355053538e-09,8.97340297572619e-09
gene44,14.7133965456513,-0.383728433423717,0.746787270524772,-0.513839012218391,0.607364549999973,0.683561193545424
gene45,9.84501218807734,-1.31528066629842,0.983693884636845,-1.33708330085226,0.181195447435078,0.254331024857853
gene46,97.0556108064531,-3.19510395715073,0.503503140901024,-6.34574781685187,2.21347569614165e-10,1.97616556141108e-09
gene47,6.97549023357018,-3.946683536649,1.36065838498879,-2.90056900408658,0.00372485815646959,0.00866799698817548
gene48,249.914125358269,3.55062092481188,0.536052746799973,6.62364094952914,3.50457432308416e-11,3.49071277886212e-10
gene49,57.4479110818494,-1.12401253642778,0.539892553594087,-2.08191894654813,0.0373498738664366,0.0644597730204207
gene50,20.6797599138771,-6.17777994386432,1.22600348942999,-5.03895787991317,4.68073470738964e-07,2.50493497164916e-06
gene51,126.579118756856,-2.06216271227655,0.493976499699926,-4.17461703852157,2.98487737739293e-05,0.000110637071653067
gene52,6.17490444191892,-0.959098892300693,1.10942640147663,-0.864499791084969,0.387313395048377,0.477266738291198
gene53,22.7397615845874,5.41324505856968,1.01354969842368,5.34087777539535,9.24976065642371e-08,5.50538639069834e-07
gene54,43.7820283428709,-3.15802223963667,0.59024252281029,-5.35038076314892,8.77693664162666e-08,5.30904604022824e-07
gene55,18.1107361276663,-3.58618441421311,0.815930373837598,-4.39520886732781,1.10666292952699e-05,4.40058471120261e-05
gene56,11.2223761318468,-2.85566298716341,1.02641524552558,-2.78217125048758,0.00539965396189947,0.0121541301906028
gene57,129.236316069819,1.13576932602736,0.45156158149182,2.51520362355701,0.0118963652939388,0.0241966597490081
gene58,6398.69297865273,6.58728215182496,0.4001451858164,16.4622301737435,6.85283862388861e-61,6.36286066228058e-58
gene59,363.47838538064,3.02697857730479,0.431463728986254,7.0156038015451,2.28958008859448e-12,2.6740567449811e-11
gene60,16.8213579882744,-7.74760523924916,1.38675847913367,-5.58684540662712,2.31231389944441e-08,1.53355961116724e-07
gene61,4.62427266534663,-2.57836167293863,1.52334138338735,-1.69256983435014,0.0905373770077943,0.139063613815942
gene62,53.8524616340942,-0.0978555215405025,0.538532903644609,-0.181707600182365,0.855812201188862,0.89991124439848
gene63,1.62482430347804,0.210950987729595,2.2533335951515,0.0936172913693287,0.925413173413201,NA
gene64,7.10424588908564,-4.63747272377318,1.52125939141265,-3.04844311887322,0.00230030456021103,0.00568797013090796
gene65,713.369131093653,-0.325918515921033,0.420156221826944,-0.775707936690447,0.437921452630634,0.531516429761495
gene66,82.9045806340054,1.44259661147469,0.567401420492039,2.54246210773264,0.0110074535748004,0.0226365905740912
gene67,6.15499597224015,-1.47587730599767,1.44179191499564,-1.02364099191258,0.30600487603379,0.392438573753279
gene68,179.712994154176,0.502265982988306,0.430507157938283,1.16668439473499,0.243337847129831,0.323232032990055
gene69,23.7079442893178,1.95843163600553,0.747310501593652,2.62063979005934,0.00877649400752502,0.018541466862314
gene70,75.9568155035738,-1.73757330459406,0.499460755746197,-3.47889856130561,0.000503479129184441,0.00144730765154103
gene71,7.08125915357568,-2.71205198147636,1.26336403493167,-2.14669082425087,0.0318179037527829,0.0564334739913256
gene72,27.6476997659009,2.54316732664929,0.757459341168488,3.35749681656324,0.000786516491726205,0.0021574019573642
gene73,57.0627466340032,4.01168507849458,0.73767196952608,5.43830488919337,5.37898707749249e-08,3.36322525350288e-07
gene74,6.22731583284369,-3.84018389947308,1.44144191836582,-2.66412669878973,0.00771884844748502,0.0165518493845031
gene75,85.5718098370039,1.34931517337291,0.505460141201394,2.66947888347004,0.00759690498843489,0.0163476637296047
gene76,47.4235118481572,0.464966985002781,0.584906551778251,0.794942343506281,0.426647041587785,0.519015634826495
gene77,3.15148177550338,1.11146335150689,1.5171615356135,0.732593942976182,0.46380612647431,0.554596250394587
gene78,28.0994614368696,1.8278495302182,0.71573992047434,2.55379010997016,0.0106557468370666,0.0220720227331647
gene79,28.3100594232896,-0.4085671731525,0.584272120383129,-0.699275489791619,0.484379881485359,0.57219684473175
gene80,30.4727638781074,3.8563954139536,0.926354025283048,4.16298230341826,3.14117721097059e-05,0.000115508239223215
gene81,20.7714013470482,-0.359096549190694,0.655177238861877,-0.548090696518226,0.583629628413686,0.663280428374673
gene82,19.0789312903086,-0.89082335488261,0.711307494755489,-1.25237448143131,0.210433440407385,0.287545915258656
gene83,1.04350195961037,-3.73658754641919,3.4474032599496,-1.08388467047914,0.278415937286292,NA
gene84,50.1818498102309,1.28190329960445,0.582976087119538,2.19889516556037,0.0278853774573189,0.0505201423787719
gene85,79.6290389839074,8.28408293725652,3.63088694560264,2.28155904090855,NA,NA
gene86,4.77677481131616,-4.936816000787,1.7482666832519,-2.82383462893897,0.00474528618079163,0.0108522123617365
gene87,6.92005155763089,-0.466853287048887,1.10606486188836,-0.422084909425511,0.672963042277977,0.741367452124163
gene88,15.1912599922753,-0.0646495463228923,0.789939450405131,-0.0818411414820921,0.934773039617704,0.952207095211232
gene89,17.3767473709373,1.32142097636893,0.868088319869067,1.52221950937923,0.127954088316327,0.187538075772233
gene90,128.108241449785,-5.40047355654966,0.573655542031366,-9.41413995134798,4.7697113003115e-21,1.38396154448101e-19
gene91,474.182159316644,0.390709791426711,0.474233254624562,0.823876831952719,0.410009545768918,0.501903577121213
gene92,49.9893429990555,1.50083377676267,0.682919036381488,2.19767453652337,0.0279723073837737,0.0506282405571811
gene93,4.06508173861872,-4.69855145068557,1.75841659153471,-2.6720354398981,0.00753926855481427,0.016298511881595
gene94,258.490766993616,0.572204744103232,0.423547306339781,1.3509818986883,0.176701231225608,0.248586504837844
gene95,5750.23556611956,7.6229397775236,0.531116306760539,14.3526750741632,1.02505764961706e-46,2.37941506917359e-44
gene96,22.0235542611301,1.74745184414215,0.777949019437926,2.24622925214906,0.0246893274707115,0.0458939750881995
gene97,19.2878045894151,0.812094061781443,0.789560163155156,1.02853981200905,0.303695973488099,0.389746663971941
gene98,60.0844260010469,2.8240273083763,0.536903383627904,5.2598426355485,1.44178735796699e-07,8.28916137382262e-07
gene99,27.4314448021665,0.694456785636361,0.688688866298388,1.00837521792529,0.313274365427159,0.399828519998787
gene100,27.5884243711673,-4.56321364193769,0.799514670517065,-5.70747956255331,1.14661383521471e-08,8.09605282126889e-08
gene101,10.2614507859133,2.09340234605161,0.966468040888657,2.16603369949693,0.030308611867753,0.0543273091104415
gene102,15.0731317603958,-2.79134884060452,0.813002102123506,-3.43338453038892,0.000596096044766975,0.00168742432184798
gene103,32.182555048935,-4.05731209308943,0.712764414836486,-5.69236062945176,1.25294862762674e-08,8.78009660944477e-08
gene104,45.1094811821346,1.52473614142717,0.595416792682558,2.56078793907996,0.0104435081283265,0.0216930588303158
gene105,141.350982739366,1.85857161297836,0.532361394722245,3.49118405542545,0.000480884849029356,0.00139969148063874
gene106,8.34603810994426,-1.22145768544696,1.07407761340761,-1.13721547698194,0.25544821849189,0.336080323637348
gene107,47.9684116786972,1.45394479015012,0.497913179853714,2.92007693103703,0.00349944986751551,0.00819480252708235
gene108,9.32510476305962,-3.9816433560814,1.23781265394497,-3.21667688837378,0.00129684561567416,0.00339189057508016
gene109,2.57992458200646,-5.04394892706274,2.02386243726773,-2.49223901495608,0.0126940582403521,0.0255393999483574
gene110,7.79706558290969,-0.883071205315942,1.06290047567228,-0.830812691806733,0.406079451662945,0.498077636550917
gene111,3.45160490189298,-3.56068843062826,1.73944786358804,-2.04702222191556,0.0406559027205599,0.0693915545515439
gene112,383.487069690478,1.18855628278031,0.400536902876017,2.96740768265296,0.00300322454648057,0.00719611352621216
gene113,241.989518318953,2.34269170278373,0.481353258956082,4.86688655201869,1.13370063036767e-06,5.62909644543521e-06
gene114,2.08213619004569,1.42402018979134,1.91594343390864,0.743247511689975,0.457331843136882,0.548620951359942
gene115,4.56098869818471,-0.417036183330978,1.28262945415461,-0.325141592515391,0.745073911327684,0.808598901455196
